Date,Open,Close,Returns,Overnight_Returns
2024-01-09,19.579999923706055,19.25,0.0,0.0
2024-01-10,19.290000915527344,19.06999969482422,-0.009394657124390731,0.0020758136450846863
2024-01-11,18.8799991607666,18.790000915527344,-0.014791541459849669,-0.010013287342970403
2024-01-12,18.44499969482422,18.059999465942383,-0.039625343732010605,-0.018531547646090545
2024-01-16,17.719999313354492,17.81999969482422,-0.013378113500343933,-0.019005611990354637
2024-01-17,17.049999237060547,16.760000228881836,-0.06132629620682737,-0.044171245934855566
2024-01-18,17.0,15.739999771118164,-0.0627898802625266,0.014218235345845053
2024-01-19,15.739999771118164,15.479999542236328,-0.016656389857560332,0.0
2024-01-22,15.539999961853027,16.030000686645508,0.034913170866205344,0.0038685038944571604
2024-01-23,16.625,16.040000915527344,0.0006236500596421721,0.03644557708542852
2024-01-24,16.344999313354492,15.34000015258789,-0.044621853629961884,0.01883633865052759
2024-01-25,15.0,15.0,-0.02241360478395941,-0.02241360478395941
2024-01-26,15.130000114440918,15.289999961853027,0.019148816343863923,0.00862933426189577
2024-01-29,15.430000305175781,16.1200008392334,0.0528617716940319,0.009114668707075661
2024-01-30,16.0,15.65999984741211,-0.02895110832124793,-0.0074720669003248376
2024-01-31,15.600000381469727,15.3100004196167,-0.02260344374125175,-0.0038387421101794207
2024-02-01,15.539999961853027,15.529999732971191,0.014267382888603622,0.014911105407134808
2024-02-02,15.25,15.600000381469727,0.004497318742468726,-0.018194116912789278
2024-02-05,15.300000190734863,14.9399995803833,-0.04322878709080156,-0.01941809784395807
2024-02-06,15.029999732971191,15.5,0.036797872307323926,0.006006034380618017
2024-02-07,15.640000343322754,15.170000076293945,-0.021520225535495367,0.008991733143546546
2024-02-08,15.199999809265137,16.110000610351562,0.06012043668567974,0.001975616914178813
2024-02-09,16.56999969482422,16.68000030517578,0.03477018015112538,0.028153577945718426
2024-02-12,15.960000038146973,16.329999923706055,-0.02120651291614829,-0.044124820814686744
2024-02-13,15.5600004196167,15.380000114440918,-0.059935930791972576,-0.04830035659246299
2024-02-14,15.595000267028809,15.539999961853027,0.0103493709663514,0.013882395664096067
2024-02-15,15.600000381469727,16.350000381469727,0.050810578190002606,0.003853596223937352
2024-02-16,16.200000762939453,16.299999237060547,-0.0030628596681297813,-0.009216631341378642
2024-02-20,16.197999954223633,15.890000343322754,-0.02547505885177492,-0.006277286005866585
